Rainfall (mm),River Level (m),Soil Moisture (%),Humidity (%),Temperature (°C),Wind Speed (km/h),Flood
36.5,3.97,32.7,50.6,22.7,20.8,0
100.5,3.73,72.4,61.9,31.4,13.0,0
57.9,2.5,40.1,52.4,25.6,12.9,0
52.3,3.89,31.5,63.9,21.9,13.5,0
47.8,3.64,46.4,68.5,18.2,17.5,0
107.6,3.47,68.3,76.8,16.3,15.4,0
22.0,2.63,65.2,50.4,31.6,16.5,0
34.5,2.78,46.9,76.8,27.8,6.7,0
14.0,2.25,41.7,67.4,32.9,11.0,0
38.6,0.0,95.0,48.0,26.5,21.4,0
55.8,2.4,35.5,68.5,24.6,21.2,0
7.3,2.58,51.0,65.7,27.3,8.8,0
25.1,1.16,37.8,77.1,34.6,19.0,0
57.8,1.78,68.1,53.5,21.9,14.5,0
68.5,3.55,68.6,53.4,26.3,13.3,0
150.8,3.82,30.2,44.6,19.4,9.9,0
75.8,0.01,55.1,34.9,15.6,5.5,0
43.4,1.46,3.8,61.0,27.1,9.5,0
54.7,3.69,53.2,61.5,27.4,14.2,0
56.1,0.6,0.0,38.5,25.4,14.7,0
34.6,2.3,57.4,73.3,23.2,19.7,0
59.6,0.63,44.7,74.6,29.7,16.0,0
33.2,1.17,22.6,37.1,24.3,10.0,0
61.8,3.03,61.4,56.7,27.2,9.6,0
47.8,3.44,51.5,72.5,33.9,20.5,0
41.9,4.07,32.2,69.9,28.5,18.5,0
42.9,6.69,65.1,52.4,30.4,13.9,0
84.7,2.22,48.9,83.6,26.7,17.6,0
79.2,2.29,58.5,38.8,15.0,19.2,0
40.2,4.42,44.0,55.7,30.2,6.1,0
82.5,4.19,47.2,79.7,28.7,10.9,0
47.0,3.32,81.5,66.6,25.4,11.5,0
47.6,1.92,38.9,57.8,19.9,9.3,0
34.6,3.61,56.0,94.8,29.9,12.2,0
140.5,1.62,56.2,57.9,25.3,17.2,0
130.9,1.51,27.1,39.9,23.7,12.1,0
28.8,2.92,56.4,45.5,25.1,19.7,0
38.4,5.6,18.3,87.9,19.1,12.7,0
65.3,2.07,90.8,41.1,27.0,15.0,0
74.0,2.59,78.5,82.9,23.7,11.1,0
20.4,0.14,10.9,59.2,26.2,13.5,0
23.7,1.14,72.6,94.3,20.5,12.6,0
74.2,3.05,51.9,74.0,33.9,14.0,0
12.8,3.22,20.6,65.7,25.8,8.5,0
29.0,5.41,14.3,37.6,23.1,6.3,0
91.3,0.93,49.2,55.7,17.7,6.1,0
88.4,2.71,83.2,79.8,26.1,18.0,0
135.5,1.82,97.3,94.3,24.6,12.4,0
165.8,2.93,55.8,41.0,34.4,17.4,0
258.5,1.7,30.0,52.5,23.0,11.9,0
37.5,0.0,86.9,46.2,27.3,13.6,0
30.7,3.46,31.4,66.4,22.6,18.6,0
67.1,1.39,43.3,75.4,22.6,20.4,0
14.3,2.15,63.6,58.1,31.9,18.8,0
41.3,2.6,76.4,61.9,24.3,12.2,0
55.7,2.46,27.2,76.9,22.2,4.2,0
70.8,0.0,49.6,71.9,24.4,7.1,0
76.2,0.11,63.1,44.7,18.8,15.8,0
40.3,2.08,1.8,47.9,22.0,11.2,0
16.5,5.96,12.9,77.3,31.3,8.4,0
20.1,1.1,17.2,67.4,23.6,17.4,0
6.3,1.94,55.3,73.7,32.3,25.7,0
31.6,4.52,62.0,38.1,26.6,14.6,0
14.0,3.56,74.1,79.2,33.0,9.7,0
33.4,3.14,56.6,55.8,25.5,13.9,0
66.6,2.68,97.3,72.3,33.4,9.4,0
16.9,0.0,62.7,63.6,22.7,15.1,0
53.4,0.13,76.8,79.7,35.0,19.8,0
40.0,1.13,69.1,71.3,28.8,16.0,0
64.1,1.9,55.5,58.5,21.0,14.1,0
75.2,4.31,82.2,54.1,12.6,16.3,0
38.0,2.55,63.4,65.1,24.9,8.4,0
50.1,1.55,38.3,57.1,22.0,18.1,0
40.1,2.08,54.0,90.7,33.0,14.4,0
34.3,4.56,43.5,48.2,28.6,16.1,0
27.8,2.69,34.5,66.2,23.5,18.1,0
70.4,3.5,36.3,52.1,24.7,13.2,0
119.9,1.77,62.6,85.5,26.2,17.4,0
110.5,0.0,22.4,78.3,32.2,17.7,0
15.4,3.48,55.5,38.1,26.8,14.8,0
118.4,2.98,39.7,66.9,25.3,22.5,0
22.5,3.95,29.9,66.9,24.8,8.4,0
55.7,2.63,48.2,58.5,30.2,17.4,0
63.2,6.13,52.9,67.0,24.5,7.0,0
11.7,1.09,90.8,73.4,29.4,11.9,0
43.5,0.87,29.4,70.8,24.5,14.5,0
123.3,2.22,56.1,38.3,23.0,10.6,0
3.9,2.06,59.3,31.7,29.5,18.2,0
214.4,2.21,48.1,13.8,22.1,22.9,0
5.9,2.35,78.8,59.3,24.8,21.7,0
62.0,2.02,55.1,52.4,31.0,14.4,0
12.3,1.68,67.6,65.4,27.4,23.6,0
69.3,1.01,37.4,54.4,32.7,13.1,0
107.2,3.33,25.2,59.3,22.2,20.9,0
88.1,4.29,46.2,63.2,28.0,10.1,0
98.2,7.44,45.9,31.4,34.6,4.6,0
40.2,3.05,42.9,76.5,26.4,16.9,0
122.8,4.19,55.6,61.5,28.1,18.1,0
183.3,2.83,40.8,43.6,32.0,22.4,0
53.6,3.56,41.3,59.7,31.3,19.5,0
36.7,2.39,79.0,45.2,32.8,18.3,0
25.5,2.07,30.7,72.0,21.5,21.5,0
84.2,2.14,76.7,70.9,26.6,7.4,0
101.5,5.34,67.1,62.7,28.3,14.0,0
36.7,5.17,72.8,62.3,24.4,16.0,0
140.9,1.24,72.8,80.8,20.1,16.9,0
79.4,3.25,47.7,76.7,23.0,17.3,0
53.2,2.11,36.4,38.4,12.4,13.5,0
63.5,5.19,43.8,54.5,27.5,18.5,0
20.7,0.72,49.9,74.1,16.2,22.4,0
83.6,4.21,26.6,79.7,22.1,11.6,0
22.0,2.65,58.2,97.6,30.3,1.8,0
32.9,0.0,41.7,75.2,24.0,27.9,0
47.2,5.38,53.6,36.6,26.9,12.2,0
164.7,0.0,46.2,59.8,35.8,10.3,0
59.8,0.97,68.5,76.7,25.1,5.5,0
24.0,0.64,60.7,37.4,27.7,15.8,0
63.7,4.45,37.7,69.5,30.1,14.7,0
76.0,1.59,51.7,54.7,22.4,23.3,0
113.0,0.76,6.6,72.1,18.9,14.2,0
49.1,3.42,41.1,76.8,29.8,20.8,0
27.3,0.84,55.4,48.5,28.5,13.8,0
193.7,3.2,30.8,90.1,22.9,9.2,0
63.8,3.05,65.3,35.4,20.7,10.0,0
24.1,2.88,24.1,73.2,30.0,14.8,0
48.7,0.0,56.1,83.3,26.8,12.1,0
32.9,4.24,46.9,68.2,23.5,10.9,0
117.6,4.7,71.8,52.8,30.5,19.3,1
75.5,3.92,38.9,61.6,22.9,9.6,0
38.8,3.64,46.4,45.2,14.9,12.3,0
101.5,2.24,76.6,53.7,22.7,20.1,0
45.7,5.09,76.9,62.1,22.1,15.9,0
47.9,0.42,11.9,67.0,23.1,17.4,0
26.6,0.0,20.5,62.2,22.7,28.9,0
26.5,4.37,78.1,71.0,13.9,9.6,0
185.3,0.0,73.3,66.0,29.4,7.1,0
98.2,4.15,66.2,58.6,21.5,22.9,0
7.5,0.37,47.9,78.0,15.3,12.0,0
21.5,3.46,49.5,62.2,28.0,17.8,0
17.5,1.39,20.7,46.0,12.2,16.8,0
52.4,3.09,41.3,66.1,22.2,15.1,0
35.6,4.62,67.9,37.5,32.9,14.5,0
133.6,1.24,47.7,44.8,16.5,17.7,0
38.4,4.99,68.5,80.2,31.3,19.1,0
173.0,2.53,71.1,97.6,23.2,10.9,0
46.8,2.67,69.2,76.4,26.1,19.7,0
198.0,4.28,59.0,75.3,29.6,14.8,0
42.6,4.47,44.6,67.8,19.7,21.6,0
43.2,2.4,54.7,44.9,19.5,10.2,0
96.7,0.2,30.2,82.9,19.5,17.9,0
87.2,2.58,17.5,64.6,21.3,16.6,0
14.8,0.24,54.0,51.3,23.7,16.8,0
53.3,2.37,38.1,88.0,16.2,16.5,0
35.3,1.97,36.3,96.1,26.2,10.1,0
33.3,0.34,46.7,33.1,28.8,16.9,0
53.1,1.17,67.6,77.8,20.3,13.1,0
39.6,4.42,73.4,66.7,19.7,12.6,0
57.4,2.01,31.3,72.1,22.8,5.4,0
20.6,1.81,89.3,88.6,26.5,13.5,0
11.5,3.31,58.1,71.7,23.8,20.3,0
99.3,4.96,61.0,63.7,34.5,12.5,0
110.0,1.62,30.4,50.3,28.9,15.2,0
95.1,4.26,49.0,64.9,25.8,8.2,0
51.3,2.5,48.0,72.2,20.9,7.7,0
37.2,5.4,14.9,34.1,24.0,16.8,0
29.7,4.1,49.2,54.9,24.2,11.9,0
25.1,1.95,66.0,65.3,37.7,15.7,0
46.9,2.92,39.4,57.8,23.0,23.2,0
108.2,1.3,34.9,89.3,32.1,19.9,0
27.6,2.74,71.3,42.9,19.9,6.0,0
108.3,1.26,53.9,34.8,27.0,11.2,0
12.1,1.47,48.7,95.2,30.7,17.1,0
59.7,4.26,53.3,63.0,27.6,23.7,0
69.1,2.84,61.4,51.2,27.1,14.0,0
32.4,3.04,67.4,81.3,25.1,15.6,0
19.4,1.75,70.0,59.5,25.8,6.4,0
90.5,2.04,58.6,63.3,24.0,10.5,0
51.6,1.97,75.9,65.1,20.3,14.0,0
237.4,1.62,13.6,81.1,27.9,12.3,0
109.3,1.56,71.9,66.7,26.9,15.3,0
109.9,1.2,45.9,81.1,27.3,14.5,0
2.8,0.43,26.9,76.9,18.4,16.5,0
28.0,2.39,71.1,48.1,22.6,14.9,0
17.2,1.07,51.0,69.1,24.4,17.2,0
5.8,4.99,68.8,53.1,26.5,17.2,0
48.5,0.49,45.2,76.1,17.3,15.5,0
88.9,1.89,57.3,61.7,15.3,15.6,0
21.2,3.6,47.0,63.7,29.9,13.3,0
6.3,0.0,50.6,41.4,23.1,15.5,0
22.9,3.66,38.7,57.9,31.3,10.3,0
44.1,1.26,26.4,40.7,26.2,18.9,0
41.5,0.88,29.6,48.4,28.4,24.9,0
50.4,3.38,54.7,58.6,25.1,21.4,0
68.0,3.55,39.1,76.6,26.8,15.9,0
49.5,0.84,61.0,39.1,30.3,11.5,0
92.4,2.0,47.4,41.0,20.0,14.6,0
21.6,4.31,40.6,77.6,18.4,13.7,0
40.2,1.83,85.0,68.1,25.1,34.2,0
76.3,0.99,37.8,78.9,17.7,8.2,0
61.7,2.31,53.6,72.2,16.7,13.4,0
159.9,2.36,84.8,71.2,20.9,17.6,0
22.4,2.11,68.7,59.3,29.7,11.9,0
77.2,3.17,56.3,49.0,27.1,20.2,0
29.4,1.53,36.3,80.6,36.7,19.9,0
26.6,3.45,9.3,69.5,28.5,14.5,0
104.9,1.95,0.0,75.9,32.3,17.0,0
49.0,0.34,42.3,92.8,24.1,19.3,0
60.9,4.88,84.5,60.6,24.2,19.6,0
31.3,0.19,34.6,72.4,33.8,15.4,0
32.9,3.74,29.7,70.7,23.3,22.9,0
11.2,2.26,45.2,74.6,26.6,20.6,0
57.4,2.53,52.7,77.5,33.1,15.4,0
19.7,1.19,55.6,44.3,26.7,17.7,0
44.7,1.77,73.2,64.8,31.6,8.5,0
92.3,3.69,32.5,54.9,15.3,2.0,0
8.0,0.84,75.4,53.5,20.0,17.3,0
278.6,1.75,63.0,79.2,29.3,21.7,0
26.1,4.08,38.1,77.3,22.2,10.8,0
45.7,1.62,31.7,54.0,26.2,22.2,0
60.9,2.54,23.5,62.6,24.1,13.8,0
25.4,2.67,73.3,85.5,21.6,9.1,0
33.9,1.19,43.8,64.0,16.2,14.9,0
107.2,3.14,43.8,69.9,27.1,7.9,0
85.4,2.39,54.9,77.4,21.7,20.9,0
40.8,1.3,27.8,75.3,30.7,16.8,0
49.9,3.45,80.4,53.0,30.2,9.5,0
55.6,2.72,56.6,100.0,23.1,13.9,0
74.8,2.4,56.0,77.9,27.3,20.8,0
78.7,2.03,48.1,73.5,23.4,15.6,0
77.2,0.3,22.6,80.5,22.2,14.7,0
35.7,2.27,71.2,70.9,25.3,10.3,0
54.3,0.0,95.4,64.0,27.7,22.6,0
99.5,3.61,33.0,53.8,29.4,11.1,0
193.4,0.77,31.5,47.0,21.0,12.8,0
53.1,3.31,33.0,47.8,19.5,4.8,0
31.9,0.4,35.4,75.8,23.2,12.8,0
24.9,0.56,79.2,87.7,20.9,12.4,0
77.7,1.39,29.7,50.8,20.0,11.0,0
10.7,5.3,97.2,58.2,23.9,15.1,0
78.2,1.85,87.4,62.5,20.6,14.5,0
79.2,5.01,66.1,87.5,24.9,16.1,0
32.8,3.2,62.0,70.0,27.1,19.6,0
59.9,2.11,67.6,75.5,22.8,15.3,0
41.9,2.76,39.3,86.0,26.5,14.5,0
14.1,3.0,27.2,54.4,26.2,12.3,0
74.2,3.17,52.7,74.3,30.4,11.1,0
69.5,4.49,23.1,71.0,25.0,23.7,0
35.0,2.63,35.4,69.2,19.5,15.1,0
191.4,3.42,65.7,57.9,20.8,15.6,0
50.2,5.44,58.5,80.5,33.6,22.1,0
7.1,0.15,78.3,65.3,19.0,8.7,0
103.1,2.33,44.4,71.7,19.7,19.8,0
87.2,3.7,85.6,83.7,12.8,14.0,0
94.4,0.42,37.0,37.5,31.9,12.4,0
20.7,1.04,68.4,51.3,25.2,14.9,0
58.7,1.09,53.5,56.7,18.3,18.1,0
49.6,3.07,72.3,59.9,12.4,16.0,0
43.6,3.29,35.6,59.8,23.7,12.7,0
121.8,1.18,67.9,70.8,23.6,22.2,0
50.8,3.14,59.7,60.9,33.2,14.4,0
36.1,1.53,33.1,65.4,25.0,5.0,0
35.8,4.38,95.5,91.0,20.4,11.9,0
19.2,3.27,47.9,63.1,26.5,13.1,0
54.6,3.6,67.4,49.0,20.8,13.4,0
128.2,4.88,62.8,75.0,18.9,15.9,0
38.5,3.54,25.9,68.3,21.7,13.6,0
61.2,1.65,70.0,100.0,16.8,12.7,0
43.0,2.69,26.6,57.5,32.6,5.5,0
46.7,0.53,42.1,74.0,27.5,13.4,0
89.9,0.84,57.2,66.4,24.6,20.5,0
19.0,3.39,51.5,78.3,25.4,14.3,0
11.8,5.01,63.0,59.1,23.3,11.3,0
103.2,4.11,3.9,89.0,27.1,13.6,0
32.1,3.01,22.0,58.2,30.2,15.2,0
36.4,0.24,64.0,100.0,25.4,9.4,0
218.6,2.7,47.1,51.9,31.6,16.3,0
86.8,0.99,57.7,51.8,25.8,16.7,0
23.4,3.08,59.2,38.7,24.0,11.9,0
108.1,0.51,31.0,100.0,32.1,3.8,0
88.2,2.75,24.7,73.8,20.0,9.2,0
0.7,1.72,66.2,81.1,23.3,17.1,0
56.1,2.63,36.7,58.7,22.0,15.7,0
19.9,1.7,55.4,59.2,27.2,10.5,0
46.7,0.15,48.8,91.2,24.6,19.7,0
193.8,4.04,28.5,75.1,32.0,21.1,0
92.6,2.06,41.2,100.0,30.0,9.4,0
101.3,1.85,71.6,100.0,24.8,14.8,0
43.1,2.29,55.0,70.2,32.7,15.6,0
101.6,1.52,44.7,82.2,22.6,20.9,0
26.9,1.51,59.4,36.7,20.8,14.0,0
55.6,4.66,79.0,71.7,27.1,9.8,0
89.6,2.62,51.1,57.8,23.7,14.3,0
87.7,1.84,93.9,66.9,27.0,8.4,0
12.6,0.01,58.0,65.2,33.5,21.4,0
166.6,1.73,45.6,64.8,21.9,23.6,0
22.6,1.04,59.0,90.1,22.7,14.8,0
244.2,1.87,96.9,67.9,20.0,16.4,0
91.5,4.78,79.1,49.3,26.2,17.2,1
86.1,4.65,23.3,68.0,36.2,19.2,0
24.4,2.11,21.5,60.4,18.5,12.5,0
33.2,1.47,45.9,82.1,28.1,24.1,0
157.8,3.37,95.7,57.3,24.0,16.8,0
144.3,4.18,54.7,76.3,24.2,20.1,0
44.1,2.09,37.1,70.4,20.8,16.6,0
41.2,5.53,92.1,72.6,30.8,15.3,0
42.1,1.69,71.4,48.5,34.2,19.3,0
108.6,1.96,45.0,59.4,25.8,10.7,0
101.5,2.26,39.1,72.4,29.0,9.6,0
66.6,1.99,71.0,54.4,23.7,12.9,0
56.0,0.78,31.8,78.9,23.8,19.3,0
43.7,3.66,40.8,66.0,22.8,19.7,0
231.7,2.07,53.6,85.3,32.2,13.6,0
14.1,5.73,41.0,47.8,28.9,21.8,0
36.8,3.66,32.7,86.9,19.1,16.7,0
63.3,2.99,58.1,63.6,26.0,11.5,0
11.4,5.4,53.9,66.2,25.7,15.3,0
31.4,3.58,55.5,64.3,20.7,20.2,0
192.1,3.53,10.6,74.6,27.2,13.6,0
96.9,1.5,72.8,36.4,24.0,15.2,0
31.2,2.14,12.4,61.8,23.8,10.6,0
30.4,3.99,56.6,41.4,28.3,11.6,0
14.3,3.72,96.1,62.3,23.3,14.7,0
34.9,1.6,68.6,64.7,22.1,8.5,0
75.4,6.0,44.6,77.0,30.3,12.7,0
66.3,2.19,40.1,85.3,32.4,15.9,0
36.5,4.26,48.1,60.8,29.9,14.2,0
22.3,2.89,73.5,38.8,27.5,1.0,0
43.2,3.18,62.5,64.4,24.2,9.7,0
42.4,1.99,50.9,38.1,32.4,13.4,0
88.4,2.8,70.9,36.1,25.8,21.7,0
59.5,0.18,24.4,55.1,21.2,21.0,0
53.7,4.16,38.5,39.6,20.2,10.7,0
115.2,3.63,40.2,47.9,26.6,19.9,0
143.4,5.29,72.6,72.8,28.5,16.3,1
65.8,2.62,55.5,54.8,22.7,14.6,0
67.0,1.01,99.6,77.7,27.7,9.0,0
45.6,4.74,66.7,76.7,21.0,17.7,0
24.1,2.1,36.2,67.7,20.0,18.9,0
93.3,0.0,69.5,58.1,22.5,10.0,0
81.0,3.25,36.3,69.9,27.9,10.3,0
48.6,3.91,41.8,92.1,18.9,13.6,0
59.6,4.33,48.4,71.0,30.9,14.7,0
110.1,1.15,56.6,63.6,18.7,12.9,0
122.8,3.27,54.4,64.0,34.7,9.8,0
3.0,3.37,54.4,66.6,29.1,19.0,0
29.4,3.43,30.5,66.6,18.9,22.0,0
48.4,1.6,49.9,70.4,30.3,13.0,0
19.2,3.03,56.2,41.4,29.0,19.6,0
60.8,4.18,67.3,84.0,22.2,14.8,0
30.8,0.0,40.7,64.3,28.9,6.6,0
62.3,2.48,0.0,82.3,32.9,5.2,0
31.6,4.0,72.4,29.3,19.1,14.3,0
32.7,4.92,61.4,37.3,26.9,25.5,0
62.0,4.82,23.3,82.5,18.2,17.5,0
96.2,3.92,20.5,64.9,33.2,9.2,0
77.7,5.3,63.2,57.0,14.8,20.1,0
48.8,3.96,44.0,56.2,19.2,10.4,0
7.9,0.0,21.6,64.9,21.7,23.4,0
32.1,1.83,28.7,99.6,33.1,20.0,0
29.2,4.64,47.2,22.4,28.1,13.9,0
84.5,1.74,34.8,48.1,22.1,18.6,0
56.4,4.45,40.0,49.3,27.2,15.5,0
57.9,3.66,51.5,83.6,26.0,16.9,0
25.1,5.32,70.9,85.6,26.4,23.4,0
126.1,1.85,61.5,62.2,20.3,10.0,0
57.6,0.0,54.5,76.9,19.4,21.2,0
23.7,2.18,78.3,56.6,33.7,3.3,0
25.3,0.36,31.2,84.3,32.7,6.7,0
64.0,1.81,48.8,71.2,19.9,12.4,0
22.9,0.0,37.9,60.9,25.1,19.7,0
29.5,2.53,47.3,28.6,32.3,4.5,0
18.3,3.15,49.1,59.6,32.3,22.9,0
84.1,3.24,37.2,59.4,28.6,14.5,0
23.4,3.98,42.5,64.4,35.9,18.7,0
140.3,2.98,63.4,66.4,29.6,7.4,0
69.9,1.53,47.8,59.1,37.6,11.6,0
18.3,4.38,0.0,57.9,25.9,13.3,0
77.2,3.57,63.9,78.9,23.7,7.3,0
126.3,2.4,60.9,40.9,22.8,17.7,0
47.1,2.34,24.5,51.0,20.9,11.5,0
136.3,1.57,80.4,58.3,20.4,18.5,0
70.9,4.44,45.0,51.1,14.9,13.1,0
30.8,2.56,70.2,71.4,36.0,15.2,0
194.1,3.83,50.8,51.1,22.3,5.7,0
13.9,0.0,40.3,57.6,33.0,17.0,0
38.5,2.72,57.8,77.4,23.5,28.4,0
48.8,2.93,39.5,76.8,23.3,7.4,0
172.9,0.75,46.9,62.5,21.5,15.6,0
85.4,1.39,18.6,63.8,21.0,14.5,0
75.5,3.63,43.9,54.8,19.5,21.4,0
26.9,3.41,25.3,79.1,26.7,7.5,0
45.7,2.95,49.9,65.2,23.6,14.2,0
31.4,4.45,60.1,74.5,36.8,19.2,0
73.7,3.36,51.1,66.6,24.2,13.5,0
113.0,4.61,68.6,64.0,20.9,12.3,0
223.3,1.14,89.6,34.9,30.3,18.3,0
34.5,2.86,47.8,47.8,24.3,23.7,0
13.5,2.65,51.5,59.9,30.3,14.7,0
39.1,0.68,36.9,38.4,23.9,20.5,0
102.6,5.16,12.2,52.9,25.3,9.8,0
24.1,1.81,52.7,68.0,16.5,15.3,0
50.1,3.09,63.6,43.4,21.8,10.4,0
76.2,1.77,50.4,77.6,24.5,11.9,0
35.1,4.21,33.6,91.9,23.5,14.2,0
59.5,2.12,30.6,66.7,26.5,12.5,0
22.0,2.11,24.7,58.1,25.2,19.0,0
118.3,2.53,47.9,76.4,26.1,16.6,0
41.5,2.63,30.0,74.1,27.8,8.5,0
58.2,1.68,73.2,56.1,23.5,13.8,0
8.3,1.34,65.1,56.7,23.8,10.0,0
19.3,1.69,71.0,58.1,20.0,14.1,0
100.2,2.27,75.5,79.5,33.6,15.1,0
34.6,2.91,42.4,51.0,13.5,13.7,0
23.0,1.89,66.7,71.4,31.7,12.7,0
12.4,0.79,44.9,65.3,24.1,16.8,0
116.8,0.69,45.1,72.2,35.1,7.2,0
82.8,1.13,46.0,56.6,32.8,17.5,0
79.0,3.0,33.6,58.9,34.0,8.9,0
148.8,3.82,47.2,74.8,19.9,15.9,0
38.6,0.84,47.5,44.5,19.5,16.1,0
13.6,3.14,63.4,50.9,28.8,12.2,0
52.4,3.06,45.6,25.0,23.7,16.6,0
167.9,5.25,39.1,86.7,28.8,11.2,0
53.2,5.99,63.8,63.1,25.5,9.2,0
111.0,4.09,31.9,62.1,21.0,8.6,0
14.2,3.56,47.3,76.0,29.2,20.2,0
26.4,3.3,63.2,59.6,21.0,16.6,0
96.1,1.4,66.5,53.5,25.7,18.2,0
57.4,0.78,76.3,64.2,18.3,21.0,0
46.5,0.16,58.0,78.5,26.3,8.2,0
109.9,2.74,52.3,64.0,32.9,11.1,0
95.2,1.37,81.8,66.6,15.9,17.5,0
58.5,3.69,33.4,56.3,28.0,17.5,0
3.0,0.81,65.7,63.2,21.3,18.5,0
50.7,2.88,52.6,82.3,30.4,9.5,0
69.3,1.35,6.9,50.3,24.7,15.3,0
8.6,0.43,82.0,57.0,30.3,12.6,0
67.6,1.28,33.8,89.8,21.2,20.3,0
113.3,1.53,100.0,66.9,25.2,21.4,0
50.6,2.47,53.1,42.5,22.9,17.4,0
20.7,1.59,30.9,96.9,26.4,16.6,0
3.6,1.11,66.0,49.8,26.5,10.1,0
68.6,1.3,42.3,24.5,35.0,10.4,0
9.9,0.0,51.3,55.7,30.4,19.8,0
78.6,1.93,61.1,48.7,26.2,17.2,0
162.5,2.55,52.2,75.8,32.8,12.0,0
27.5,1.87,50.3,85.9,27.2,18.1,0
42.3,2.8,40.0,64.1,31.4,7.1,0
168.7,3.95,6.9,71.6,27.2,13.0,0
55.4,4.09,57.8,66.5,22.1,16.4,0
34.9,3.97,61.3,84.4,29.2,22.9,0
102.6,1.58,91.1,60.6,23.5,15.9,0
36.5,1.11,66.7,41.4,18.1,19.9,0
25.9,1.66,29.6,62.4,21.9,12.6,0
77.7,3.4,9.1,22.7,20.4,11.3,0
108.3,2.97,3.4,54.1,22.2,10.8,0
25.7,1.36,51.0,53.6,33.1,21.7,0
59.0,4.12,62.5,45.8,23.3,15.9,0
43.8,0.84,58.5,80.4,29.2,12.2,0
49.5,1.72,56.6,60.4,26.8,10.7,0
20.9,2.81,77.7,72.2,27.1,17.7,0
82.0,3.75,57.8,61.8,25.5,6.7,0
139.9,4.24,31.2,68.0,22.3,4.2,0
25.2,2.96,38.8,49.8,29.0,18.5,0
81.9,0.64,59.2,64.1,25.5,16.4,0
100.9,4.09,54.2,88.0,31.5,17.1,0
58.6,0.94,49.2,46.2,22.7,27.3,0
79.5,1.78,40.7,92.9,29.3,17.7,0
27.9,1.02,32.0,85.2,31.5,19.6,0
134.7,2.36,83.7,60.7,18.4,7.8,0
108.8,0.97,31.6,74.5,25.3,17.5,0
117.4,3.21,38.3,70.0,24.2,9.1,0
17.7,3.12,51.1,47.4,28.4,16.0,0
72.4,3.63,57.4,69.0,23.5,8.9,0
29.7,2.93,54.8,63.9,32.6,19.8,0
142.4,2.84,18.0,56.1,22.4,19.3,0
25.7,1.03,57.5,77.1,20.5,10.7,0
60.4,1.48,72.4,53.8,19.0,14.6,0
5.9,2.35,55.5,56.2,22.1,7.8,0
60.2,2.47,91.4,45.0,21.5,12.1,0
17.9,2.0,78.6,58.4,26.3,14.6,0
75.1,3.33,43.4,88.6,20.7,19.7,0
44.9,5.98,39.6,53.7,22.5,19.9,0
37.4,3.11,29.9,78.4,28.9,12.2,0
144.8,1.49,51.1,62.3,27.8,23.3,0
203.0,3.67,57.1,66.6,23.7,13.9,0
13.0,1.56,73.8,38.6,21.2,18.2,0
38.4,3.03,49.9,78.7,29.1,13.6,0
91.2,3.21,34.9,57.0,12.9,24.6,0
66.4,2.85,72.7,66.8,33.9,16.9,0
87.7,1.61,26.8,70.4,20.8,11.2,0
47.4,2.61,59.3,74.6,25.6,12.3,0
111.9,1.75,54.5,58.9,32.6,17.8,0
58.5,1.74,52.5,33.3,18.5,12.7,0
69.3,0.03,44.7,86.1,22.3,15.0,0
17.9,2.32,74.3,87.6,22.9,5.0,0
54.1,5.75,57.1,49.9,28.3,4.3,0
91.9,0.0,58.9,71.1,24.5,16.7,0
63.8,0.0,64.2,62.0,29.3,15.5,0
55.9,2.59,22.1,86.5,19.6,20.2,0
72.5,3.63,29.2,60.8,25.3,18.5,0
58.2,0.48,34.7,53.4,25.9,22.1,0
48.7,2.82,51.7,48.3,20.4,14.9,0
93.9,2.26,33.4,66.4,26.3,17.3,0
46.1,1.6,34.5,64.4,29.1,12.5,0
16.8,3.07,45.9,95.2,28.8,13.4,0
140.5,0.99,69.6,39.0,23.2,12.3,0
30.5,4.03,69.2,49.8,19.2,14.2,0
12.3,0.0,62.9,46.7,17.2,10.3,0
79.0,2.38,61.8,41.4,27.1,14.9,0
152.6,2.66,50.1,49.2,26.6,17.8,0
80.4,2.25,55.6,78.4,25.0,11.2,0
127.3,1.73,50.6,22.9,28.1,16.0,0
23.2,3.44,52.6,63.5,21.0,12.1,0
17.0,1.89,54.9,89.0,11.5,13.1,0
38.3,0.22,44.3,63.5,26.8,15.2,0
106.3,1.47,10.8,54.6,32.2,11.6,0
75.3,2.64,64.4,60.9,14.6,20.0,0
79.3,1.68,52.3,59.7,21.3,3.1,0
55.9,2.01,18.2,75.7,30.6,9.8,0
38.9,3.66,64.6,57.3,40.8,12.0,0
57.8,1.6,57.4,53.4,21.2,19.7,0
44.8,2.36,19.8,56.1,20.2,15.7,0
36.8,2.21,85.2,100.0,30.2,11.9,0
67.8,4.11,48.9,68.5,14.2,14.0,0
41.5,2.57,96.1,91.8,24.9,18.0,0
62.2,3.7,73.1,92.8,31.7,7.8,0
6.8,1.42,82.2,67.1,23.3,8.0,0
58.5,5.13,51.1,69.5,31.3,18.3,0
41.3,3.75,54.2,65.5,25.1,17.2,0
131.9,4.99,63.3,79.1,27.8,11.6,0
11.8,2.8,56.5,74.1,19.7,9.0,0
55.3,1.59,63.6,73.0,23.6,19.0,0
92.7,2.16,48.6,63.6,26.6,10.5,0
46.3,2.81,15.7,34.8,29.6,9.9,0
40.2,2.79,41.3,54.9,24.8,8.3,0
